4.98914e-05 1.79186 -18.919 6.70681 0.394382 0.458274 -0.477662 
4.98914e-05 1.92382 -19.1723 6.82472 -0.777197 0.149991 0.184768 
4.98914e-05 1.65873 -18.7394 6.83157 0.156093 1.33928 -0.0247007 
4.98914e-05 2.06593 -19.1127 6.68714 -0.759788 0.0746632 -0.520371 
4.98914e-05 1.56975 -19.2761 6.79845 -1.17725 1.66669 -0.788115 
4.98914e-05 1.41804 -18.8693 6.89747 0.287159 1.5114 -0.52287 
4.98914e-05 1.73959 -19.3448 6.77914 -1.46057 1.56219 -0.0485125 
4.98914e-05 2.23884 -19.2346 6.86472 -0.960409 0.298366 -0.354839 
4.98914e-05 1.55118 -18.6071 6.74254 0.521546 1.05472 -0.498766 
4.98914e-05 1.24949 -19.2222 6.83575 -0.511173 1.77321 -0.270621 
4.98914e-05 1.90995 -18.574 6.85957 0.428175 0.31869 -0.149761 
4.98914e-05 1.0929 -18.9956 6.82029 -0.717598 1.56274 -0.540789 
4.98914e-05 2.23799 -19.154 6.63178 -0.707214 -0.120324 -0.510598 
4.98914e-05 1.86273 -19.6738 7.0202 -1.14974 0.747963 -0.624762 
4.98914e-05 2.15538 -18.5353 6.7756 0.371475 0.469037 -0.100156 
4.98914e-05 1.88389 -18.2549 6.69892 0.22233 0.609313 -0.504375 
4.98914e-05 1.7912 -19.8619 6.6285 -0.96593 1.24527 -0.436678 
4.98914e-05 1.10108 -19.1946 6.83468 -0.809816 1.71361 -0.728117 
4.98914e-05 1.80547 -19.7919 6.81463 -1.32187 0.830738 -0.477815 
4.98914e-05 0.988846 -19.4523 6.80447 -0.711251 1.57549 -0.477845 
4.98914e-05 1.14593 -19.2639 6.74461 -0.799042 1.82681 -0.748388 
4.98914e-05 1.12577 -19.4642 6.75125 -0.844271 1.73377 -0.268942 
4.98914e-05 1.17509 -19.2695 6.73465 -0.61483 1.99726 -0.170575 
4.98914e-05 1.16051 -19.0088 6.83787 -0.0770176 2.04334 -0.316891 
4.98914e-05 2.51702 -19.6115 6.80972 -0.984204 0.303573 -0.236594 
4.98914e-05 1.38982 -18.2757 6.61466 0.123016 1.56192 -0.333442 
4.98914e-05 2.25584 -19.6497 6.79021 -1.21209 0.217482 -0.155099 
4.98914e-05 2.38469 -19.3769 6.73988 -1.11823 -0.0322432 -0.274653 
4.98914e-05 0.802643 -19.395 6.59647 -0.68751 1.58181 -0.304131 
4.98914e-05 2.15318 -18.428 6.75842 0.523303 0.209367 -0.372392 
4.98914e-05 2.15525 -18.0652 6.7835 0.309006 0.47001 -0.360733 
4.98914e-05 1.36643 -19.7185 6.71124 -1.23737 1.63875 -0.447815 
4.98914e-05 0.980302 -18.9889 6.59888 -0.521135 1.94402 -0.234084 
4.98914e-05 1.77077 -17.9537 6.81433 0.428392 0.941414 -0.448411 
4.98914e-05 0.972306 -19.7482 6.73618 -1.27326 1.18241 -0.497568 
4.98914e-05 1.95177 -17.9973 6.82841 0.484436 0.736309 -0.324716 
4.98914e-05 2.5015 -18.1916 6.82967 0.0291699 0.113071 -0.348496 
4.98914e-05 1.65103 -17.6593 6.69802 0.125358 1.19004 -0.370863 
4.98914e-05 0.778118 -18.9914 6.8398 -0.513359 1.89846 -0.221244 
4.98914e-05 2.3379 -18.2066 6.76489 0.108443 -0.00115597 -0.225459 
4.98914e-05 0.829678 -18.1825 6.78646 0.15588 1.45552 -0.46911 
4.98914e-05 0.526891 -18.6707 6.57315 -0.315022 1.59997 -0.610382 
4.98914e-05 1.52336 -18.1271 6.73938 0.699867 0.805726 -0.294373 
4.98914e-05 2.95201 -18.4917 6.68428 -0.342932 0.0488518 -0.485915 
4.98914e-05 2.6523 -18.8408 6.785 -0.181792 -0.291049 -0.439438 
4.98914e-05 1.04169 -19.7867 6.71983 -0.967779 1.81686 -0.392637 
4.98914e-05 0.78574 -18.052 6.92594 -0.111512 1.60592 -0.540766 
4.98914e-05 1.41835 -17.6499 6.89497 0.382077 0.901267 -0.450784 
4.98914e-05 2.85172 -18.4569 6.7489 0.0862871 0.025177 -0.38594 
4.98914e-05 1.14077 -20.3654 6.95216 -1.17791 1.17905 -0.452044 
4.98914e-05 1.42028 -20.4507 6.86177 -1.19249 1.23943 -0.504327 
4.98914e-05 1.31536 -17.5719 6.73008 0.361303 1.06782 -0.459629 
4.98914e-05 2.87237 -19.6485 6.76685 -0.849009 -0.0661904 -0.481125 
4.98914e-05 2.63037 -18.0775 6.81119 0.446507 0.347825 -0.412945 
4.98914e-05 0.751748 -19.7403 6.76601 -1.15211 1.67113 -0.380962 
4.98914e-05 1.0451 -19.6942 6.75206 -1.04131 1.98157 -0.321079 
4.98914e-05 0.884955 -18.0656 6.90473 -0.0226215 1.80749 -0.236787 
4.98914e-05 3.05042 -19.1801 6.64613 -0.456728 -0.182231 -0.444076 
4.98914e-05 2.18781 -20.2434 6.92177 -1.49679 0.714786 -0.469837 
4.98914e-05 3.171 -19.0879 6.70052 -0.500998 -0.151327 -0.362313 
4.98914e-05 1.31411 -17.8317 6.79169 0.654336 1.15033 -0.396434 
4.98914e-05 0.717148 -20.1527 6.78585 -1.24343 1.42487 -0.449364 
4.98914e-05 0.746692 -19.9448 6.85043 -1.35467 1.45985 -0.4482 
4.98914e-05 0.175038 -19.1997 6.75354 -0.382497 1.82541 -0.232062 
4.98914e-05 0.220514 -18.308 6.89197 0.0112757 1.65657 -0.499957 
4.98914e-05 2.12578 -20.6625 6.85663 -1.36623 0.66216 -0.410669 
4.98914e-05 1.48067 -20.8305 6.83546 -1.23912 1.21977 -0.326273 
4.98914e-05 2.1772 -20.4381 6.96725 -1.4713 0.576753 -0.317458 
4.98914e-05 2.09392 -20.7992 6.7208 -1.2487 0.438761 -0.316119 
4.98914e-05 1.69205 -20.5653 6.83389 -1.51796 0.841844 -0.359261 
4.98914e-05 3.30908 -19.3204 6.92106 -0.798256 -0.133434 -0.415419 
4.98914e-05 0.656917 -17.8017 6.71872 0.327507 1.57101 -0.374385 
4.98914e-05 2.0475 -17.1443 6.74819 0.468086 0.741172 -0.279946 
4.98914e-05 0.0326818 -19.5038 6.84102 -0.820444 1.76712 -0.535506 
4.98914e-05 1.6068 -17.3908 6.68668 0.63631 0.892509 -0.276924 
4.98914e-05 0.739363 -17.5538 6.71397 0.464403 1.33832 -0.364701 
4.98914e-05 3.53086 -20.2602 6.75412 -0.813409 0.120403 -0.519343 
4.98914e-05 3.52273 -19.3204 6.8341 -0.587001 -0.166173 -0.523894 
4.98914e-05 2.78694 -17.2484 6.687 0.214973 0.219112 -0.255164 
4.98914e-05 0.482513 -17.1367 6.92439 0.336184 1.15419 -0.37543 
4.98914e-05 3.0026 -17.3576 6.73483 0.321457 0.307937 -0.475124 
4.98914e-05 3.86944 -19.3187 6.75116 -0.571903 -0.063265 -0.309372 
4.98914e-05 0.296003 -20.4509 6.69744 -1.01805 1.66889 -0.384594 
4.98914e-05 1.9158 -21.226 6.77855 -1.36079 0.717428 -0.340397 
4.98914e-05 2.22988 -21.2725 6.80637 -1.28316 0.534082 -0.344234 
4.98914e-05 1.28726 -21.4047 6.689 -1.2777 1.0257 -0.41258 
4.98914e-05 3.55459 -17.9475 6.91297 0.102024 -0.004116 -0.446992 
4.98914e-05 3.83056 -18.1111 6.92445 0.0709201 0.0535834 -0.270444 
4.98914e-05 -0.600078 -20.4003 6.79699 -0.733181 1.57171 -0.291741 
4.98914e-05 0.925499 -17.1834 6.90078 0.518341 1.38193 -0.510107 
4.98914e-05 0.0705293 -18.7236 6.76524 -0.267079 2.09454 -0.46199 
4.98914e-05 0.602653 -16.6652 6.68449 0.376008 1.15926 -0.327387 
4.98914e-05 2.91524 -21.0487 6.82011 -1.27562 0.301461 -0.284519 
4.98914e-05 2.97511 -16.9133 6.73979 0.461449 0.47218 -0.311725 
4.98914e-05 3.44944 -20.7894 6.82835 -1.06174 0.0929711 -0.267522 
4.98914e-05 2.86129 -16.7494 6.69873 0.38031 0.336187 -0.460986 
4.98914e-05 3.99846 -19.797 6.77738 -0.733657 -0.152773 -0.393807 
4.98914e-05 -0.638924 -18.6543 6.79241 -0.339573 1.90633 -0.41421 
4.98914e-05 2.67907 -21.3667 6.82784 -1.29625 0.293038 -0.386609 
4.98914e-05 0.984677 -16.6782 6.76389 0.557661 1.21341 -0.501933 
4.98914e-05 1.63738 -21.7947 6.78789 -1.38798 0.99281 -0.454555 
4.98914e-05 4.62505 -18.0912 6.8946 -0.0708527 0.0648941 -0.235684 
4.98914e-05 -0.640245 -19.9959 6.81898 -0.625342 1.90574 -0.348327 
4.98914e-05 4.27064 -19.6427 6.81841 -0.841521 -0.133108 -0.31519 
